web_scraper_order,web_scraper_start_url,pagination-selector,title,description,price,image
"1768763463-588","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Ten of Clubs / Kleveretien - 33cl","Ten Of Clubs / Kleveretien

Brasserie : Het Nest

Volume : 33cl

Taux d'alcool : 10%

Couleur : Brune","€2,89","https://cdn.webshopapp.com/shops/65337/files/451829214/325x375x2/ten-of-clubs-kleveretien-33cl.jpg"
"1768763463-589","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Coopers Extra Strong Vintage Ale - 37.5cl (AUS)","Coopers Extra Strong Vintage Ale

Origine : Australie

Brasserie : Coopers

Volume : 37.5cl

Taux d'alcool : 7.5%

Couleur : Blonde","€3,08","https://cdn.webshopapp.com/shops/65337/files/55349050/325x375x2/coopers-extra-strong-vintage-ale-375cl-aus.jpg"
"1768763463-590","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Biolegere - 25cl","Biolegere 

Brasserie : Dupont

Volume : 25cl

Taux d'alcool : 3.5%

Couleur : Blonde","€1,52","https://cdn.webshopapp.com/shops/65337/files/451829113/325x375x2/biolegere-25cl.jpg"
"1768763463-591","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Broeder Jacob Double Espresso - 33cl","Broeder Jacob Double Espresso

Brasserie : Freres Jacques

Volume : 33cl

Taux d'alcool : 7.7%

Couleur : Brune","€3,46","https://cdn.webshopapp.com/shops/65337/files/364284278/325x375x2/broeder-jacob-double-espresso-33cl.jpg"
"1768763463-592","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Kapittel Prior - 75cl","Kapittel Prior

Brasserie : Van Eecke

Volume : 75cl

Taux d'alcool : 9%

Couleur : Brune","€5,84","https://cdn.webshopapp.com/shops/65337/files/452043691/325x375x2/kapittel-prior-75cl.jpg"
"1768763463-593","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Moinette Blonde - 75cl","Moinette Blonde 

Brasserie : Dupont

Volume : 75cl

Taux d'alcool : 8.5%

Couleur : Blonde","€5,98","https://cdn.webshopapp.com/shops/65337/files/53615054/325x375x2/moinette-blonde-75cl.jpg"
"1768763463-594","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Hop Ruiter - 33cl","Hop Ruiter

Brasserie : Scheldebrouwerij

Volume : 33cl

Taux d'alcool : 8%

Couleur : Blonde","€3,19","https://cdn.webshopapp.com/shops/65337/files/434992246/325x375x2/hop-ruiter-33cl.jpg"
"1768763463-595","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Adelardus Triple - 33cl","Adelardus Triple 

Brasserie : Kerkom

Volume : 33cl

Taux d'alcool : 9%

Couleur : Blonde","€3,02","https://cdn.webshopapp.com/shops/65337/files/52986846/325x375x2/adelardus-triple-33cl.jpg"
"1768763463-596","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Bink Bloesem - 33cl","Bink Bloesem

Brasserie : Kerkom

Volume : 33cl

Taux d'alcool : 7.1%

Couleur : Amber","€2,78","https://cdn.webshopapp.com/shops/65337/files/471005430/325x375x2/bink-bloesem-33cl.jpg"
"1768763463-597","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Bieken - 33cl","Bieken

Brasserie : Boelens

Volume : 33cl

Taux d'alcool : 8.5%

Couleur : Blonde","€2,61","https://cdn.webshopapp.com/shops/65337/files/451873425/325x375x2/bieken-33cl.jpg"
"1768763463-598","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Triporteur from Hell - 33cl","Triporteur from Hell

Brasserie : Bom

Volume : 33cl

Taux d'alcool : 6.6%

Couleur : Brune","€3,09","https://cdn.webshopapp.com/shops/65337/files/52891618/325x375x2/triporteur-from-hell-33cl.jpg"
"1768763463-599","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Riebedebie - 33cl","Riebedebie 

Brasserie : De Bie

Volume : 33cl

Taux d'alcool : 9%

Couleur : Blonde","€3,21","https://cdn.webshopapp.com/shops/65337/files/451874428/325x375x2/riebedebie-33cl.jpg"
"1768763463-600","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Charles Quint Rouge - 33cl","Charles Quint Rouge

Brasserie : Haacht

Volume : 33cl

Taux d'alcool : 8.5%

Couleur : Amber","€2,91","https://cdn.webshopapp.com/shops/65337/files/452024138/325x375x2/charles-quint-rouge-33cl.jpg"
"1768763463-601","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Ter Dolen Brune  - 33cl","Ter Dolen Brune

Brasserie : Ter Dolen

Volume : 33cl

Taux d'alcool : 7.1%

Couleur : Brune","€2,88","https://cdn.webshopapp.com/shops/65337/files/451872139/325x375x2/ter-dolen-brune-33cl.jpg"
"1768763463-602","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Biere du Corsaire - 33cl","Biere du Corsaire

Brasserie : Huyghe

Volume : 33cl

Taux d'alcool : 9.4%

Couleur : Blonde","€3,19","https://cdn.webshopapp.com/shops/65337/files/471344009/325x375x2/biere-du-corsaire-33cl.jpg"
"1768763463-603","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Troubadour Westkust - 33cl","Troubadour Westkust

Brasserie : The Musketeers

Volume : 33cl

Taux d'alcool : 9.2%

Couleur : Brune","€3,01","https://cdn.webshopapp.com/shops/65337/files/471005244/325x375x2/troubadour-westkust-33cl.jpg"
"1768763463-604","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","St Bernardus Prior 8 - 33cl","St Bernardus Prior 8

Brasserie : Watou

Volume : 33cl

Taux d'alcool : 8%

Couleur : Brune","€2,77","https://cdn.webshopapp.com/shops/65337/files/471005234/325x375x2/st-bernardus-prior-8-33cl.jpg"
"1768763463-605","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Valduc Fée Verte 33Cl","Valduc Fée Verte 33Cl 

Brewery : Brasserie Valduc-Thor 

Volume : 33Cl 

Alcohol : 4.7% 

Fermentation : Top Fermentation

Colour : Blond","€3,78","https://cdn.webshopapp.com/shops/65337/files/476981559/325x375x2/valduc-fee-verte-33cl.jpg"
"1768763463-606","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Brauw Jef Gosemans 33Cl","Brauw Jef Gosemans 33Cl 

Brewery : Brauw Genkse Stadsbrouwerij 

Volume : 33Cl 

Alcohol : 5.2% 

Fermentation :  Top Fermentation

Colour : Blond","€3,94","https://cdn.webshopapp.com/shops/65337/files/477031931/325x375x2/brauw-jef-gosemans-33cl.jpg"
"1768763463-607","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Viven Cherry Rouge 33Cl","Viven Cherry Rouge 33Cl 

Brewery : Viven

Volume : 33Cl 

Alcohol : 5.6% 

Fermentation : Top Fermentation

Colour : Rood","€3,14","https://cdn.webshopapp.com/shops/65337/files/471452673/325x375x2/viven-cherry-rouge-33cl.jpg"
"1768763463-608","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Zeevonk Rouge 33Cl","Zeevonk Rouge 33Cl 

Brewery : Zeevonk

Volume : 33Cl 

Alcohol : 7% 

Fermentation : Top Fermentation

Colour : Red","€3,14","https://cdn.webshopapp.com/shops/65337/files/471771354/325x375x2/zeevonk-rouge-33cl.jpg"
"1768763463-609","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Millevertus La Bella Mère 33Cl","Millevertus La Bella Mère 33Cl

Brewery : Millevertus

Volume : 33Cl 

Alcohol : 6.5% 

Fermentation :  Top Fermentation

Colour : Blond","€2,80","https://cdn.webshopapp.com/shops/65337/files/471895612/325x375x2/millevertus-la-bella-mere-33cl.jpg"
"1768763463-610","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","De Bock Korneel 33Cl","De Bock Korneel 33Cl 

Brewery : De bock

Volume : 33Cl 

Alcohol : 0.3% 

Fermentation : Top Fermentation

Colour : Blond","€3,85","https://cdn.webshopapp.com/shops/65337/files/473189735/325x375x2/de-bock-korneel-33cl.jpg"
"1768763463-611","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Meestereske Tripel Blond 33Cl","Meestereske Tripel Blond 33Cl 

Brewery : De Meester

Volume : 33Cl 

Alcohol : 9.5% 

Fermentation : Top Fermentation

Colour : Blond","€2,95","https://cdn.webshopapp.com/shops/65337/files/473304595/325x375x2/meestereske-tripel-blond-33cl.jpg"
"1768763463-612","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Meesterke Dul 33Cl","Meesterke Dul 33Cl 

Brewery : De Meester

Volume : 33Cl 

Alcohol : 8.5% 

Fermentation : Top Fermentation

Colour : Amber","€2,85","https://cdn.webshopapp.com/shops/65337/files/473307614/325x375x2/meesterke-dul-33cl.jpg"
"1768763463-613","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Lupulus Fructus 33Cl","Lupulus Fructus 33Cl 

Brewery : Brasserie Les 3 Fourquets

Volume : 33Cl 

Alcohol : 4.2% 

Fermentation : Top Fermentation

Colour : Blond","€3,08","https://cdn.webshopapp.com/shops/65337/files/474604685/325x375x2/lupulus-fructus-33cl.jpg"
"1768763463-614","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Tipsy 33Cl","Tipsy 33Cl 

Brewery : Hermans

Volume : 33Cl 

Alcohol : 7.5% 

Fermentation :  Top Fermentation

Colour : Dark","€2,87","https://cdn.webshopapp.com/shops/65337/files/473368693/325x375x2/tipsy-33cl.jpg"
"1768763463-615","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Dikke Jan Quadrupel 33Cl","Dikke Jan Quadrupel 33Cl 

Brewery : Dikke Jan Brewery

Volume : 33Cl 

Alcohol : 10.5% 

Fermentation : Top Fermentation

Colour : Dark","€3,21","https://cdn.webshopapp.com/shops/65337/files/406966049/325x375x2/dikke-jan-quadrupel-33cl.jpg"
"1768763463-616","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Silly Rouge - 33cl","Silly Rouge - 33cl","€2,84","https://cdn.webshopapp.com/shops/65337/files/451874208/325x375x2/silly-rouge-33cl.jpg"
"1768763463-617","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Silly Bio - 25cl","Silly Bio - 25cl","€1,40","https://cdn.webshopapp.com/shops/65337/files/362619793/325x375x2/silly-bio-25cl.jpg"
"1768763463-618","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Lupulus Blanche - 33Cl","Lupulus Blanche

Brewery : Lupulus

Volume : 33Cl 

Alcohol : 4.5% 

Fermentation :  Top Fermentation

Colour : White","€2,68","https://cdn.webshopapp.com/shops/65337/files/427693188/325x375x2/lupulus-blanche-33cl.jpg"
"1768763463-619","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Super 8 IPA - 33cl","Super 8 IPA - 33cl","€2,77","https://cdn.webshopapp.com/shops/65337/files/451873850/325x375x2/super-8-ipa-33cl.jpg"
"1768763463-620","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Raspberry Dipping Chocolate Dripping Super Trouper Porter - 33cl","Raspberry Dipping Chocolate Dripping Super Trouper Porter - 33cl","€5,17","https://cdn.webshopapp.com/shops/65337/files/471007299/325x375x2/raspberry-dipping-chocolate-dripping-super-trouper.jpg"
"1768763463-621","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Grosse Bertha - 33cl","Grosse Bertha - 33cl","€3,32","https://cdn.webshopapp.com/shops/65337/files/452017224/325x375x2/grosse-bertha-33cl.jpg"
"1768763463-622","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Oude Caert Triple Hop - 33Cl","Oude Caert Triple Hop

Brasserie : Oude Caert

Volume : 33cl

Taux d'alcool : 8%

Couleur : Blonde","€3,17","https://cdn.webshopapp.com/shops/65337/files/451874987/325x375x2/oude-caert-triple-hop-33cl.jpg"
"1768763463-623","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Coopers Best Extra Stout - 37.5cl (AUS)","Coopers Best Extra Stout

Origine : Australie

Brasserie : Coopers

Volume : 37.5cl

Taux d'alcool : 6.3%

Couleur : Noire","€2,46","https://cdn.webshopapp.com/shops/65337/files/55348538/325x375x2/coopers-best-extra-stout-375cl-aus.jpg"
"1768763463-624","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Maredsous Blonde - 33cl","Maredsous Blonde 

Brasserie : Duvel

Volume : 33cl

Taux d'alcool : 6%

Couleur : Blonde","€2,50","https://cdn.webshopapp.com/shops/65337/files/452010585/325x375x2/maredsous-blonde-33cl.jpg"
"1768763463-625","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Bink de Noel Winterbinkske - 33cl","Bink de Noel Winterbinkske

Brasserie : Kerkom

Volume : 33cl

Taux d'alcool : 8.3%

Couleur : Brune","€3,18","https://cdn.webshopapp.com/shops/65337/files/471345588/325x375x2/bink-de-noel-winterbinkske-33cl.jpg"
"1768763463-626","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Saison Dupont - 75cl","Saison Dupont 

Brasserie : Dupont

Volume : 75cl

Taux d'alcool : 6.5%

Couleur : Blonde","€4,91","https://cdn.webshopapp.com/shops/65337/files/53622234/325x375x2/saison-dupont-75cl.jpg"
"1768763463-627","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Kapittel Blonde - 75cl","Kapittel Blonde 

Brasserie : Van Eecke

Volume : 75cl

Taux d'alcool : 6.5%

Couleur : Blonde","€5,32","https://cdn.webshopapp.com/shops/65337/files/452043743/325x375x2/kapittel-blonde-75cl.jpg"
"1768763463-628","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Boon Framboise 37.5Cl","Boon Framboise

Brasserie : Boon

Volume : 37.5cl

Taux d'alcool : 5%

Couleur : Amber","€5,59","https://cdn.webshopapp.com/shops/65337/files/476151675/325x375x2/boon-framboise-375cl.jpg"
"1768763463-629","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Boon Geuze Mariage Parfait - 37.5cl","Boon Geuze Mariage Parfait 

Brasserie : Boon

Volume : 37.5cl

Taux d'alcool : 8%

Couleur : Amber","€5,45","https://cdn.webshopapp.com/shops/65337/files/57369686/325x375x2/boon-geuze-mariage-parfait-375cl.jpg"
"1768763463-630","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","St Feuillien Brune - 33cl","St Feuillien Brune

Brasserie : St Feuillien

Volume : 33cl

Taux d'alcool : 8.5%

Couleur : Brune","€2,94","https://cdn.webshopapp.com/shops/65337/files/471005594/325x375x2/st-feuillien-brune-33cl.jpg"
"1768763463-631","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Buffalo Anno 1907 - 33cl","Buffalo Anno 1907

Brasserie : Van Den Bossche

Volume : 33cl

Taux d'alcool : 6.5%

Couleur : Amber","€2,20","https://cdn.webshopapp.com/shops/65337/files/52985186/325x375x2/buffalo-anno-1907-33cl.jpg"
"1768763463-632","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Strandgaper - 33cl","Strandgaper 

Brasserie : Scheldebrouwerij

Volume : 33cl

Taux d'alcool : 6.2%

Couleur : Blonde","€2,89","https://cdn.webshopapp.com/shops/65337/files/451832728/325x375x2/strandgaper-33cl.jpg"
"1768763463-633","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Kapittel Brune - 33cl","Kapittel Brune

Brasserie : Van Eecke

Volume : 33cl

Taux d'alcool : 7.5%

Couleur : Brune","€1,95","https://cdn.webshopapp.com/shops/65337/files/452044009/325x375x2/kapittel-brune-33cl.jpg"
"1768763463-634","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page9.html?limit=72&max=7&mode=list","Wilderen Gold - 33cl","Wilderen Gold

Brasserie : Wilderen

Volume : 33cl

Taux d'alcool : 6.2%

Couleur : Blonde","€2,56","https://cdn.webshopapp.com/shops/65337/files/451834703/325x375x2/wilderen-gold-33cl.jpg"
